ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1053,1,1,135,1275,1140
1054,1,1,355,1690,1335
1055,0,0,173,0,-173
1056,1,1,1369,1549,180
1057,0,0,103,0,-103
1058,0,0,65,0,-65
1059,0,0,62,0,-62
1060,1,1,541,1285,744
1061,1,1,784,1603,819
1062,1,0,28,0,-28
1063,1,0,12,0,-12
1064,1,1,62,5567,5505
1065,1,1,154,1356,1202
1066,1,1,103,2295,2192
1067,0,0,1,0,-1
1068,1,0,42,0,-42
1069,0,0,3,0,-3
1070,0,0,68,0,-68
1071,0,0,4,0,-4
1072,1,0,51,0,-51
1073,1,0,25,0,-25
1074,1,0,7,0,-7
1075,0,0,44,0,-44
1076,0,0,71,0,-71
1077,1,1,886,1259,373
1078,0,0,42,0,-42
1079,1,0,2,0,-2
1080,1,0,23,0,-23
1081,0,0,59,0,-59
1082,1,1,200,1220,1020
1083,1,1,1969,1578,-391
1084,0,0,30,0,-30
1085,1,0,28,0,-28
1086,1,1,1238,2529,1291
1087,0,0,8,0,-8
1088,1,1,80,1418,1338
1089,1,0,50,0,-50
1090,0,0,127,0,-127
1091,0,0,217,0,-217
1092,1,0,55,0,-55
1093,0,0,20,0,-20
1094,1,0,373,0,-373
1095,0,0,60,0,-60
1096,1,0,2,0,-2
1097,1,0,59,0,-59
1098,0,0,93,0,-93
1099,0,0,26,0,-26
1100,0,0,63,0,-63
1101,1,0,4,0,-4
1102,1,0,107,0,-107
1103,1,1,302,1372,1070
1104,1,0,142,0,-142
1105,1,0,35,0,-35
1106,1,1,881,1598,717
1107,1,1,162,1282,1120
1108,1,1,1586,1359,-227
1109,1,1,2137,1212,-925
1110,1,0,144,0,-144
1111,1,1,1211,1438,227
1112,0,0,6,0,-6
1113,1,1,146,2648,2502
1114,1,0,73,0,-73
1115,0,0,14,0,-14
1116,1,1,888,1392,504
1117,1,1,1725,1991,266
1118,0,0,4,0,-4
1119,1,0,56,0,-56
1120,1,0,65,0,-65
1121,0,0,164,0,-164
1122,1,1,310,1420,1110
1123,0,0,31,0,-31
1124,0,0,33,0,-33
1125,1,1,1639,1597,-42
1126,0,0,27,0,-27
1127,1,1,562,2150,1588
1128,1,0,29,0,-29
1129,0,0,84,0,-84
1130,1,0,12,0,-12
1131,0,0,42,0,-42
1132,0,0,42,0,-42
1133,1,0,11,0,-11
1134,1,0,35,0,-35
1135,0,0,156,0,-156
1136,0,0,4,0,-4
1137,1,1,536,2038,1502
1138,1,1,101,2090,1989
1139,0,0,177,0,-177
1140,0,0,63,0,-63
1141,1,0,4,0,-4
1142,1,1,292,1511,1219
1143,1,0,1,0,-1
1144,0,0,137,0,-137
1145,1,0,13,0,-13
1146,1,0,24,0,-24
1147,1,0,12,0,-12
1148,1,0,68,0,-68
1149,1,1,465,2161,1696
1150,1,0,93,0,-93
1151,1,1,581,1497,916
1152,1,0,123,0,-123
1153,1,1,165,1288,1123
1154,1,0,1,0,-1
1155,1,0,12,0,-12
1156,1,0,36,0,-36
1157,1,1,599,1441,842
1158,0,0,11,0,-11
1159,1,1,119,1534,1415
1160,1,1,79,1837,1758
1161,1,0,26,0,-26
1162,1,1,961,1567,606
1163,1,0,100,0,-100
1164,0,0,83,0,-83
1165,0,0,67,0,-67
1166,1,0,31,0,-31
1167,1,1,1168,1387,219
1168,1,1,551,1346,795
1169,1,1,180,3481,3301
1170,1,0,21,0,-21
1171,1,0,83,0,-83
1172,1,1,730,1367,637
1173,1,0,58,0,-58
1174,1,0,10,0,-10
1175,1,1,129,1344,1215
1176,1,1,106,1867,1761
1177,0,0,33,0,-33
1178,1,0,8,0,-8
1179,0,0,76,0,-76
1180,0,0,33,0,-33
1181,0,0,20,0,-20
1182,1,1,906,1555,649
1183,1,1,126,1413,1287
1184,0,0,22,0,-22
1185,1,1,183,1461,1278
1186,1,0,53,0,-53
1187,1,0,32,0,-32
1188,1,0,84,0,-84
1189,0,0,24,0,-24
1190,1,1,766,4201,3435
1191,1,0,74,0,-74
1192,0,0,14,0,-14
1193,1,1,99,1381,1282
1194,1,0,63,0,-63
1195,0,0,61,0,-61
1196,1,1,836,1697,861
1197,1,1,339,1396,1057
1198,0,0,58,0,-58
1199,0,0,7,0,-7
1200,0,0,51,0,-51
1201,0,0,18,0,-18
1202,1,0,146,0,-146
1203,0,0,27,0,-27
1204,1,0,63,0,-63
1205,0,0,40,0,-40
1206,0,0,219,0,-219
1207,1,1,589,1633,1044
1208,0,0,3,0,-3
1209,0,0,72,0,-72
1210,1,1,695,1414,719
1211,1,1,296,1937,1641
1212,0,0,50,0,-50
1213,0,0,5,0,-5
1214,1,0,60,0,-60
1215,1,0,29,0,-29
1216,0,0,8,0,-8
1217,0,0,101,0,-101
1218,1,0,31,0,-31
1219,0,0,118,0,-118
1220,1,1,458,1342,884
1221,0,0,5,0,-5
1222,1,0,26,0,-26
1223,1,1,202,1316,1114
1224,1,0,75,0,-75
1225,0,0,66,0,-66
1226,0,0,16,0,-16
1227,1,1,734,1476,742
1228,1,0,166,0,-166
1229,0,0,94,0,-94
1230,1,1,260,1207,947
1231,1,1,313,2370,2057
1232,1,0,272,0,-272
1233,1,0,64,0,-64
1234,1,1,240,1640,1400
1235,1,0,9,0,-9
1236,1,1,148,1503,1355
1237,1,0,23,0,-23
1238,1,1,59,1329,1270
1239,1,0,56,0,-56
1240,0,0,80,0,-80
1241,0,0,11,0,-11
1242,0,0,32,0,-32
1243,1,1,1368,1211,-157
1244,1,0,29,0,-29
1245,0,0,22,0,-22
1246,1,1,83,1469,1386
1247,0,0,27,0,-27
1248,0,0,50,0,-50
1249,1,0,9,0,-9
1250,1,1,414,2411,1997
1251,0,0,28,0,-28
1252,0,0,129,0,-129
1253,0,0,64,0,-64
1254,0,0,16,0,-16
1255,1,0,4,0,-4
1256,1,1,296,1454,1158
1257,1,0,51,0,-51
1258,1,0,28,0,-28
1259,1,0,99,0,-99
1260,0,0,5,0,-5
1261,1,0,34,0,-34
1262,0,0,32,0,-32
1263,0,0,6,0,-6
1264,1,1,393,1294,901
1265,1,1,1336,1218,-118
1266,0,0,163,0,-163
1267,0,0,5,0,-5
1268,1,1,410,1703,1293
1269,1,0,96,0,-96
1270,0,0,62,0,-62
1271,1,1,1237,1331,94
1272,0,0,0,0,0
1273,0,0,33,0,-33
1274,0,0,4,0,-4
1275,0,0,58,0,-58
1276,0,0,111,0,-111
1277,1,0,38,0,-38
1278,1,1,821,1387,566
1279,1,1,884,1557,673
1280,1,1,739,1349,610
1281,0,0,18,0,-18
1282,1,0,100,0,-100
1283,1,1,68,1328,1260
1284,1,0,209,0,-209
1285,0,0,5,0,-5
1286,1,0,56,0,-56
1287,1,1,616,1292,676
1288,0,0,128,0,-128
1289,1,0,56,0,-56
1290,1,1,398,1688,1290
1291,0,0,39,0,-39
1292,0,0,135,0,-135
1293,0,0,53,0,-53
1294,0,0,39,0,-39
1295,1,0,65,0,-65
1296,1,0,26,0,-26
1297,0,0,83,0,-83
1298,1,0,17,0,-17
1299,0,0,39,0,-39
1300,0,0,38,0,-38
1301,1,0,1,0,-1
1302,1,0,119,0,-119
1303,1,1,333,1530,1197
1304,0,0,119,0,-119
1305,0,0,33,0,-33
1306,0,0,89,0,-89
1307,0,0,103,0,-103
1308,1,0,74,0,-74
1309,1,0,41,0,-41
1310,1,1,681,1281,600
1311,0,0,20,0,-20
1312,1,1,184,1350,1166
1313,0,0,69,0,-69
1314,1,0,40,0,-40
1315,1,0,48,0,-48
1316,0,0,13,0,-13
1317,1,0,28,0,-28
1318,1,0,81,0,-81
1319,1,0,2,0,-2
1320,1,1,472,2175,1703
1321,1,1,1407,1711,304
1322,0,0,60,0,-60
1323,1,1,337,1381,1044
1324,0,0,2,0,-2
1325,1,1,939,1328,389
1326,1,0,59,0,-59
1327,1,1,264,1271,1007
1328,0,0,40,0,-40
1329,0,0,1,0,-1
1330,0,0,18,0,-18
1331,1,0,6,0,-6
1332,1,0,34,0,-34
1333,0,0,18,0,-18
1334,1,0,44,0,-44
1335,0,0,1,0,-1
1336,1,0,145,0,-145
1337,1,0,39,0,-39
1338,1,1,287,1397,1110
1339,1,0,14,0,-14
1340,0,0,63,0,-63
1341,1,0,37,0,-37
1342,1,0,28,0,-28
1343,1,1,523,1394,871
1344,1,0,13,0,-13
1345,0,0,78,0,-78
1346,0,0,60,0,-60
1347,0,0,44,0,-44
1348,1,1,142,1294,1152
1349,1,0,29,0,-29
1350,1,0,9,0,-9
1351,1,1,180,1425,1245
1352,1,1,945,1447,502
1353,1,1,265,2089,1824
1354,0,0,22,0,-22
1355,1,1,909,1366,457
1356,0,0,10,0,-10
1357,1,0,228,0,-228
1358,1,0,46,0,-46
1359,1,1,458,2046,1588
1360,0,0,43,0,-43
1361,1,1,54,1385,1331
1362,0,0,91,0,-91
1363,1,0,44,0,-44
1364,0,0,10,0,-10
1365,0,0,159,0,-159
1366,1,0,34,0,-34
1367,1,0,0,0,0
1368,1,1,81,1828,1747
1369,0,0,24,0,-24
1370,1,0,165,0,-165
1371,0,0,1,0,-1
1372,0,0,35,0,-35
1373,1,1,878,1293,415
1374,1,1,204,1234,1030
1375,1,0,159,0,-159
1376,1,0,76,0,-76
1377,0,0,156,0,-156
1378,1,1,504,1494,990
1379,1,0,232,0,-232
1380,1,0,40,0,-40
1381,0,0,59,0,-59
1382,1,0,106,0,-106
1383,1,1,349,1916,1567
1384,0,0,5,0,-5
1385,0,0,12,0,-12
1386,1,1,461,2366,1905
1387,0,0,52,0,-52
1388,1,0,73,0,-73
1389,0,0,6,0,-6
1390,1,1,90,1261,1171
1391,0,0,16,0,-16
1392,1,0,3,0,-3
1393,1,0,8,0,-8
1394,1,1,286,1473,1187
1395,0,0,18,0,-18
1396,0,0,44,0,-44
1397,1,0,78,0,-78
1398,1,1,380,1218,838
1399,0,0,19,0,-19
1400,1,1,373,1328,955
1401,1,1,692,1407,715
1402,1,1,305,2763,2458
1403,1,1,85,1625,1540
1404,1,1,249,1450,1201
1405,1,1,881,1870,989
1406,0,0,312,0,-312
1407,1,0,43,0,-43
1408,0,0,373,0,-373
1409,1,0,259,0,-259
1410,1,1,121,1285,1164
1411,1,0,157,0,-157
1412,1,0,4,0,-4
1413,0,0,40,0,-40
1414,1,1,183,1592,1409
1415,1,1,657,1729,1072
1416,1,0,71,0,-71
1417,0,0,89,0,-89
1418,1,0,3,0,-3
1419,0,0,82,0,-82
1420,0,0,84,0,-84
1421,1,0,42,0,-42
1422,0,0,4,0,-4
1423,1,1,109,1402,1293
1424,1,0,28,0,-28
1425,0,0,13,0,-13
1426,1,1,1161,2421,1260
1427,1,0,17,0,-17
1428,1,1,151,1420,1269
1429,0,0,8,0,-8
1430,1,0,50,0,-50
1431,0,0,58,0,-58
1432,0,0,77,0,-77
1433,1,1,102,2246,2144
1434,1,1,1092,2041,949
1435,1,1,309,1217,908
1436,1,0,65,0,-65
1437,1,1,1347,1391,44
1438,1,0,144,0,-144
1439,1,0,13,0,-13
1440,1,1,942,1504,562
1441,0,0,0,0,0
1442,1,1,1236,1434,198
1443,1,0,2,0,-2
1444,0,0,22,0,-22
1445,0,0,93,0,-93
1446,0,0,6,0,-6
1447,1,1,1015,1391,376
1448,1,0,96,0,-96
1449,0,0,63,0,-63
1450,1,1,416,1225,809
1451,1,1,669,1274,605
1452,1,0,19,0,-19
1453,0,0,16,0,-16
1454,1,0,35,0,-35
1455,0,0,16,0,-16
1456,0,0,23,0,-23
1457,1,1,309,2689,2380
1458,1,0,2,0,-2
1459,0,0,52,0,-52
1460,1,0,20,0,-20
1461,0,0,45,0,-45
1462,0,0,89,0,-89
1463,1,0,131,0,-131
1464,1,1,240,2230,1990
1465,1,0,55,0,-55
1466,0,0,65,0,-65
1467,1,1,443,1388,945
1468,0,0,130,0,-130
1469,1,1,378,2004,1626
1470,1,0,77,0,-77
1471,0,0,135,0,-135
1472,1,1,157,1210,1053
1473,0,0,4,0,-4
1474,0,0,58,0,-58
1475,1,0,28,0,-28
1476,1,1,229,1240,1011
1477,1,0,28,0,-28
1478,0,0,64,0,-64
1479,0,0,18,0,-18
1480,1,1,338,1288,950
1481,0,0,28,0,-28
1482,1,1,458,2342,1884
1483,0,0,25,0,-25
1484,0,0,4,0,-4
1485,0,0,30,0,-30
1486,1,0,61,0,-61
1487,0,0,59,0,-59
1488,0,0,12,0,-12
1489,1,0,4,0,-4
1490,0,0,21,0,-21
1491,1,0,26,0,-26
1492,0,0,82,0,-82
1493,0,0,245,0,-245
1494,0,0,7,0,-7
1495,0,0,4,0,-4
1496,1,1,669,1335,666
1497,1,0,46,0,-46
1498,0,0,53,0,-53
1499,1,0,37,0,-37
1500,1,1,61,1322,1261
1501,1,1,161,1203,1042
1502,0,0,40,0,-40
1503,1,1,580,1326,746
1504,0,0,42,0,-42
1505,1,1,412,1298,886
1506,1,1,264,2544,2280
1507,0,0,92,0,-92
1508,1,1,122,1241,1119
1509,0,0,3,0,-3
1510,1,0,42,0,-42
1511,1,0,30,0,-30
1512,1,0,112,0,-112
1513,1,0,105,0,-105
1514,1,1,1587,1664,77
1515,1,1,420,1244,824
1516,1,1,14,1426,1412
1517,1,1,398,1283,885
1518,1,0,13,0,-13
1519,0,0,185,0,-185
1520,0,0,40,0,-40
1521,1,0,66,0,-66
1522,0,0,93,0,-93
1523,1,1,560,1395,835
1524,0,0,39,0,-39
1525,1,0,19,0,-19
1526,1,1,388,2109,1721
1527,1,1,105,1519,1414
1528,0,0,7,0,-7
1529,1,1,448,1878,1430
1530,1,1,1072,1295,223
1531,0,0,35,0,-35
1532,0,0,63,0,-63
1533,0,0,17,0,-17
1534,0,0,127,0,-127
1535,0,0,1,0,-1
1536,1,0,17,0,-17
1537,0,0,25,0,-25
1538,1,1,442,1312,870
1539,1,0,26,0,-26
1540,1,0,0,0,0
1541,1,1,33,1216,1183
1542,1,0,17,0,-17
1543,0,0,86,0,-86
1544,1,0,0,0,0
1545,1,0,7,0,-7
1546,1,0,45,0,-45
1547,1,0,11,0,-11
1548,0,0,32,0,-32
1549,0,0,70,0,-70
1550,1,1,673,1561,888
1551,0,0,108,0,-108
1552,0,0,74,0,-74
1553,1,1,1750,1261,-489
1554,1,0,125,0,-125
1555,1,1,1619,1208,-411
1556,1,0,2,0,-2
1557,1,0,16,0,-16
1558,1,0,58,0,-58
1559,0,0,20,0,-20
1560,1,1,644,1430,786
1561,1,1,62,1741,1679
1562,1,0,149,0,-149
1563,1,1,607,1449,842
1564,0,0,148,0,-148
1565,1,1,1302,1356,54
1566,1,0,28,0,-28
1567,1,1,624,1541,917
1568,1,0,30,0,-30
1569,0,0,43,0,-43
1570,1,1,1288,2547,1259
1571,0,0,77,0,-77
1572,0,0,24,0,-24
1573,0,0,33,0,-33
1574,1,0,7,0,-7
1575,1,0,47,0,-47
1576,0,0,61,0,-61
1577,1,0,244,0,-244
1578,1,1,513,1543,1030
1579,1,0,58,0,-58
1580,1,1,602,1309,707
1581,1,0,4,0,-4
1582,1,1,115,1208,1093
1583,1,0,33,0,-33
1584,0,0,15,0,-15
1585,1,0,70,0,-70
1586,0,0,30,0,-30
1587,0,0,61,0,-61
1588,0,0,123,0,-123
1589,0,0,12,0,-12
1590,1,1,418,1214,796
1591,0,0,63,0,-63
1592,0,0,37,0,-37
1593,0,0,57,0,-57
1594,0,0,78,0,-78
1595,1,1,355,1561,1206
1596,1,1,831,1506,675
1597,1,0,53,0,-53
1598,1,0,24,0,-24
1599,0,0,33,0,-33
1600,1,1,1198,1272,74
1601,1,0,148,0,-148
1602,0,0,20,0,-20
1603,1,1,975,1372,397
1604,1,0,8,0,-8
1605,0,0,35,0,-35
1606,1,0,64,0,-64
1607,1,0,0,0,0
1608,0,0,264,0,-264
1609,0,0,11,0,-11
1610,1,1,175,1498,1323
1611,1,0,83,0,-83
1612,0,0,22,0,-22
1613,0,0,145,0,-145
1614,1,0,3,0,-3
1615,1,0,85,0,-85
1616,1,1,78,1493,1415
1617,1,1,125,2232,2107
1618,1,1,729,1290,561
1619,0,0,8,0,-8
1620,0,0,82,0,-82
1621,0,0,18,0,-18
1622,1,1,653,1914,1261
1623,1,0,45,0,-45
1624,1,1,1032,1631,599
1625,1,1,33,1319,1286
1626,1,0,21,0,-21
1627,0,0,4,0,-4
1628,1,0,3,0,-3
1629,1,0,21,0,-21
1630,0,0,29,0,-29
1631,0,0,6,0,-6
1632,0,0,104,0,-104
1633,1,1,185,1285,1100
1634,0,0,25,0,-25
1635,1,1,110,1513,1403
1636,1,0,17,0,-17
1637,1,1,222,1478,1256
1638,1,1,35,1339,1304
1639,0,0,38,0,-38
1640,0,0,7,0,-7
1641,1,1,944,1215,271
1642,0,0,88,0,-88
1643,1,0,9,0,-9
1644,1,0,6,0,-6
1645,1,0,21,0,-21
1646,0,0,17,0,-17
1647,1,1,231,1270,1039
1648,1,1,201,1262,1061
1649,0,0,26,0,-26
1650,1,0,38,0,-38
1651,1,0,29,0,-29
1652,0,0,149,0,-149
1653,1,0,56,0,-56
1654,1,0,3,0,-3
1655,1,0,18,0,-18
1656,1,1,136,1261,1125
1657,0,0,14,0,-14
1658,0,0,16,0,-16
1659,1,0,3,0,-3
1660,1,0,114,0,-114
1661,1,0,118,0,-118
1662,1,0,1,0,-1
1663,1,1,233,1476,1243
1664,0,0,11,0,-11
1665,1,1,1144,2061,917
1666,1,1,271,1478,1207
1667,1,0,1,0,-1
1668,1,0,140,0,-140
1669,0,0,14,0,-14
1670,0,0,78,0,-78
1671,0,0,100,0,-100
1672,1,1,627,1560,933
1673,0,0,8,0,-8
1674,1,0,18,0,-18
1675,1,0,25,0,-25
1676,1,0,144,0,-144
1677,1,1,344,1219,875
1678,1,0,18,0,-18
1679,0,0,20,0,-20
1680,1,0,77,0,-77
1681,0,0,36,0,-36
1682,0,0,171,0,-171
1683,1,0,199,0,-199
1684,0,0,81,0,-81
1685,1,0,265,0,-265
1686,0,0,14,0,-14
1687,0,0,85,0,-85
1688,0,0,12,0,-12
1689,1,0,39,0,-39
1690,0,0,13,0,-13
1691,1,0,36,0,-36
1692,1,0,71,0,-71
1693,0,0,53,0,-53
1694,1,0,4,0,-4
1695,1,1,603,1786,1183
1696,1,1,334,1350,1016
1697,0,0,97,0,-97
1698,1,0,39,0,-39
1699,0,0,32,0,-32
1700,1,0,19,0,-19
1701,0,0,74,0,-74
1702,1,0,5,0,-5
1703,0,0,3,0,-3
1704,1,1,73,1699,1626
1705,1,0,23,0,-23
1706,0,0,6,0,-6
1707,1,1,299,1751,1452
1708,1,0,28,0,-28
1709,1,0,39,0,-39
1710,0,0,2,0,-2
1711,0,0,125,0,-125
1712,0,0,41,0,-41
1713,0,0,92,0,-92
1714,1,1,862,1453,591
1715,1,1,327,1242,915
1716,0,0,176,0,-176
1717,1,0,73,0,-73
1718,1,1,121,1671,1550
1719,1,0,39,0,-39
1720,1,1,1693,2281,588
1721,0,0,19,0,-19
1722,1,0,17,0,-17
1723,1,1,1687,1577,-110
1724,1,1,691,1289,598
1725,1,1,935,1218,283
1726,1,0,55,0,-55
1727,0,0,53,0,-53
1728,1,0,42,0,-42
1729,1,0,24,0,-24
1730,1,0,1,0,-1
1731,0,0,105,0,-105
1732,0,0,17,0,-17
1733,1,1,242,1385,1143
1734,1,1,117,2168,2051
1735,0,0,17,0,-17
1736,0,0,9,0,-9
1737,1,1,368,1206,838
1738,0,0,81,0,-81
1739,1,0,52,0,-52
1740,1,1,720,1501,781
1741,0,0,55,0,-55
1742,1,1,649,1884,1235
1743,1,0,1,0,-1
1744,1,1,713,1287,574
1745,1,1,31,1239,1208
1746,0,0,87,0,-87
1747,0,0,5,0,-5
1748,1,0,37,0,-37
1749,1,0,1,0,-1
1750,1,1,521,1512,991
1751,1,0,79,0,-79
1752,1,0,98,0,-98
1753,0,0,78,0,-78
1754,1,1,321,1418,1097
1755,1,1,104,1241,1137
1756,0,0,31,0,-31
1757,1,1,234,1691,1457
1758,0,0,93,0,-93
1759,1,1,297,1365,1068
1760,1,0,71,0,-71
1761,0,0,48,0,-48
1762,1,1,1230,2165,935
1763,0,0,17,0,-17
1764,1,0,70,0,-70
1765,1,0,130,0,-130
1766,0,0,10,0,-10
1767,0,0,19,0,-19
1768,1,1,87,1551,1464
1769,0,0,25,0,-25
1770,1,0,32,0,-32
1771,1,0,22,0,-22
1772,1,0,70,0,-70
1773,1,1,403,1304,901
1774,1,0,75,0,-75
1775,1,0,71,0,-71
1776,0,0,28,0,-28
1777,0,0,34,0,-34
1778,1,1,615,2295,1680
1779,1,0,10,0,-10
1780,0,0,36,0,-36
1781,1,1,101,2170,2069
1782,1,1,379,1600,1221
1783,1,1,318,1316,998
1784,0,0,24,0,-24
1785,0,0,32,0,-32
1786,1,1,330,1304,974
1787,0,0,2,0,-2
1788,1,1,520,1710,1190
1789,0,0,2,0,-2
1790,0,0,221,0,-221
1791,1,1,156,1272,1116
1792,0,0,22,0,-22
1793,0,0,47,0,-47
1794,1,0,108,0,-108
1795,0,0,25,0,-25
1796,0,0,6,0,-6
1797,1,0,34,0,-34
1798,1,0,18,0,-18
1799,1,0,4,0,-4
1800,0,0,6,0,-6
1801,1,1,173,1727,1554
1802,1,1,1660,1717,57
1803,1,1,900,2053,1153
1804,1,1,217,1383,1166
1805,1,1,239,1545,1306
1806,0,0,47,0,-47
1807,0,0,7,0,-7
1808,0,0,102,0,-102
1809,0,0,93,0,-93
1810,0,0,87,0,-87
1811,0,0,40,0,-40
1812,0,0,40,0,-40
1813,1,0,1,0,-1
1814,1,1,140,1216,1076
1815,0,0,12,0,-12
1816,1,1,771,1634,863
1817,0,0,100,0,-100
1818,0,0,51,0,-51
1819,1,0,9,0,-9
1820,0,0,73,0,-73
1821,0,0,7,0,-7
1822,1,0,218,0,-218
1823,0,0,4,0,-4
1824,0,0,3,0,-3
1825,1,0,14,0,-14
1826,1,1,260,1536,1276
1827,0,0,24,0,-24
1828,0,0,114,0,-114
1829,1,1,79,1324,1245
1830,0,0,47,0,-47
1831,1,1,116,1268,1152
1832,1,1,660,1249,589
1833,1,1,371,1300,929
1834,1,0,33,0,-33
1835,1,1,478,3691,3213
1836,1,1,106,1963,1857
1837,0,0,3,0,-3
1838,0,0,59,0,-59
1839,1,1,237,1269,1032
1840,1,1,976,1218,242
1841,0,0,9,0,-9
1842,0,0,70,0,-70
1843,1,1,1518,1670,152
1844,1,0,37,0,-37
1845,0,0,43,0,-43
1846,1,0,20,0,-20
1847,0,0,107,0,-107
1848,0,0,80,0,-80
1849,0,0,5,0,-5
1850,0,0,67,0,-67
1851,0,0,29,0,-29
1852,1,1,401,1283,882
1853,0,0,57,0,-57
1854,1,0,16,0,-16
1855,1,1,488,1567,1079
1856,1,0,17,0,-17
1857,1,1,117,1614,1497
1858,0,0,4,0,-4
1859,1,1,1074,1246,172
1860,0,0,24,0,-24
1861,0,0,152,0,-152
1862,0,0,6,0,-6
1863,0,0,144,0,-144
1864,0,0,169,0,-169
1865,0,0,29,0,-29
1866,1,0,22,0,-22
1867,0,0,12,0,-12
1868,0,0,24,0,-24
1869,1,0,46,0,-46
1870,0,0,1,0,-1
1871,1,0,40,0,-40
1872,0,0,91,0,-91
1873,1,1,307,1700,1393
1874,1,0,68,0,-68
1875,1,1,838,4439,3601
1876,1,1,619,1543,924
1877,0,0,9,0,-9
1878,1,0,75,0,-75
1879,1,0,59,0,-59
1880,0,0,10,0,-10
1881,0,0,121,0,-121
1882,0,0,99,0,-99
1883,1,0,17,0,-17
1884,1,1,535,2041,1506
1885,0,0,18,0,-18
1886,1,1,509,1227,718
1887,1,1,1186,1606,420
1888,1,0,2,0,-2
1889,0,0,0,0,0
1890,0,0,4,0,-4
1891,1,1,393,2638,2245
1892,0,0,29,0,-29
1893,1,1,281,1360,1079
1894,1,1,979,1295,316
1895,1,0,18,0,-18
1896,0,0,5,0,-5
1897,1,0,56,0,-56
1898,1,1,595,3074,2479
1899,1,1,136,2033,1897
1900,1,0,137,0,-137
1901,0,0,82,0,-82
1902,1,0,22,0,-22
1903,1,0,16,0,-16
1904,1,0,10,0,-10
1905,1,1,2267,1233,-1034
1906,1,1,979,1530,551
1907,0,0,2,0,-2
1908,1,0,197,0,-197
1909,0,0,4,0,-4
1910,1,1,2409,1200,-1209
1911,0,0,92,0,-92
1912,1,1,409,1240,831
1913,1,1,1164,1213,49
1914,1,0,49,0,-49
1915,0,0,69,0,-69
1916,1,0,74,0,-74
1917,1,0,10,0,-10
1918,1,0,67,0,-67
1919,0,0,83,0,-83
1920,0,0,14,0,-14
1921,1,0,34,0,-34
1922,0,0,44,0,-44
1923,0,0,30,0,-30
1924,0,0,125,0,-125
1925,0,0,21,0,-21
1926,1,1,422,1304,882
1927,1,0,1,0,-1
1928,1,0,21,0,-21
1929,1,1,549,1408,859
1930,1,1,3007,1230,-1777
1931,0,0,24,0,-24
1932,0,0,3,0,-3
1933,1,0,43,0,-43
1934,0,0,126,0,-126
1935,1,0,46,0,-46
1936,0,0,7,0,-7
1937,0,0,28,0,-28
1938,1,1,2278,1273,-1005
1939,1,0,38,0,-38
1940,0,0,81,0,-81
1941,0,0,153,0,-153
1942,0,0,23,0,-23
1943,1,0,13,0,-13
1944,1,1,918,2731,1813
1945,0,0,51,0,-51
1946,1,0,83,0,-83
1947,1,1,276,1415,1139
1948,1,1,478,1218,740
1949,1,0,5,0,-5
1950,0,0,201,0,-201
1951,0,0,26,0,-26
1952,0,0,9,0,-9
1953,0,0,87,0,-87
1954,1,1,46,1855,1809
1955,1,1,655,2222,1567
1956,0,0,39,0,-39
1957,0,0,23,0,-23
1958,1,1,298,1237,939
1959,1,1,577,2590,2013
1960,1,1,155,1495,1340
1961,1,1,1309,1560,251
1962,1,1,548,1526,978
1963,0,0,172,0,-172
1964,0,0,4,0,-4
1965,1,1,162,2530,2368
1966,1,1,557,1377,820
1967,1,0,124,0,-124
1968,0,0,74,0,-74
1969,1,0,1,0,-1
1970,1,0,20,0,-20
1971,0,0,266,0,-266
1972,0,0,47,0,-47
1973,1,1,176,1253,1077
1974,1,1,284,1275,991
1975,1,0,56,0,-56
1976,1,0,36,0,-36
1977,1,1,91,1571,1480
1978,0,0,75,0,-75
1979,0,0,57,0,-57
1980,1,1,1310,1344,34
1981,0,0,108,0,-108
1982,1,0,12,0,-12
1983,1,1,1275,1414,139
1984,1,1,629,1353,724
1985,0,0,60,0,-60
1986,1,1,477,1661,1184
1987,1,0,61,0,-61
1988,1,0,41,0,-41
1989,1,1,465,1293,828
1990,0,0,46,0,-46
1991,1,1,380,1233,853
1992,0,0,9,0,-9
1993,0,0,71,0,-71
1994,1,0,0,0,0
1995,0,0,91,0,-91
1996,1,1,802,1226,424
1997,1,0,83,0,-83
1998,0,0,8,0,-8
1999,1,1,196,1230,1034
2000,0,0,111,0,-111
2001,0,0,1,0,-1
2002,1,0,4,0,-4
2003,0,0,8,0,-8
2004,0,0,10,0,-10
2005,1,1,54,1472,1418
2006,0,0,56,0,-56
2007,1,0,2,0,-2
2008,1,0,239,0,-239
2009,1,1,1226,1466,240
2010,1,0,9,0,-9
2011,0,0,20,0,-20
2012,1,0,67,0,-67
2013,0,0,46,0,-46
2014,1,0,37,0,-37
2015,1,1,833,1410,577
2016,1,1,201,1644,1443
2017,1,0,20,0,-20
2018,0,0,16,0,-16
2019,0,0,47,0,-47
2020,1,1,115,1385,1270
2021,0,0,5,0,-5
2022,1,0,32,0,-32
2023,1,1,369,1267,898
2024,0,0,17,0,-17
2025,0,0,123,0,-123
2026,1,1,2354,1494,-860
2027,1,1,394,1534,1140
2028,1,1,206,1529,1323
2029,0,0,166,0,-166
2030,1,1,231,1412,1181
2031,1,0,22,0,-22
2032,0,0,66,0,-66
2033,1,1,521,1577,1056
2034,1,1,701,1569,868
