ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1050,0,0,12,0,-12
1051,1,1,83,1364,1281
1052,0,0,101,0,-101
1053,1,0,68,0,-68
1054,1,1,1685,1251,-434
1055,1,0,8,0,-8
1056,1,1,949,1216,267
1057,1,1,711,2006,1295
1058,0,0,15,0,-15
1059,0,0,28,0,-28
1060,1,1,223,1777,1554
1061,1,0,23,0,-23
1062,0,0,30,0,-30
1063,1,0,78,0,-78
1064,1,1,310,1271,961
1065,0,0,42,0,-42
1066,0,0,81,0,-81
1067,0,0,11,0,-11
1068,0,0,14,0,-14
1069,0,0,197,0,-197
1070,1,0,110,0,-110
1071,1,0,0,0,0
1072,0,0,41,0,-41
1073,0,0,74,0,-74
1074,1,1,77,1271,1194
1075,0,0,171,0,-171
1076,1,1,822,1213,391
1077,0,0,82,0,-82
1078,1,1,247,1496,1249
1079,0,0,38,0,-38
1080,0,0,135,0,-135
1081,1,0,24,0,-24
1082,1,1,230,1596,1366
1083,0,0,81,0,-81
1084,1,0,28,0,-28
1085,1,0,9,0,-9
1086,0,0,6,0,-6
1087,1,1,577,2861,2284
1088,0,0,37,0,-37
1089,1,1,152,3448,3296
1090,0,0,40,0,-40
1091,1,1,276,1381,1105
1092,0,0,106,0,-106
1093,1,0,2,0,-2
1094,0,0,137,0,-137
1095,0,0,15,0,-15
1096,1,0,1,0,-1
1097,1,1,211,1220,1009
1098,1,1,656,1251,595
1099,1,1,262,1763,1501
1100,1,1,153,1434,1281
1101,0,0,37,0,-37
1102,1,0,47,0,-47
1103,1,1,638,1426,788
1104,0,0,26,0,-26
1105,1,0,0,0,0
1106,1,0,47,0,-47
1107,1,1,171,2860,2689
1108,0,0,35,0,-35
1109,1,0,72,0,-72
1110,1,1,610,1375,765
1111,1,0,6,0,-6
1112,0,0,170,0,-170
1113,1,1,512,2323,1811
1114,1,0,277,0,-277
1115,1,1,460,2726,2266
1116,1,0,137,0,-137
1117,1,1,1362,1236,-126
1118,0,0,124,0,-124
1119,1,1,172,1276,1104
1120,1,1,435,1288,853
1121,0,0,47,0,-47
1122,0,0,161,0,-161
1123,1,1,86,1785,1699
1124,0,0,17,0,-17
1125,1,1,465,1858,1393
1126,1,0,3,0,-3
1127,1,1,1219,1610,391
1128,0,0,8,0,-8
1129,1,0,114,0,-114
1130,0,0,116,0,-116
1131,1,1,225,1328,1103
1132,1,0,31,0,-31
1133,1,1,255,1996,1741
1134,1,0,39,0,-39
1135,1,1,1286,1543,257
1136,1,0,16,0,-16
1137,0,0,30,0,-30
1138,1,1,141,1290,1149
1139,1,0,91,0,-91
1140,1,1,1435,1419,-16
1141,1,1,329,1638,1309
1142,1,1,320,1363,1043
1143,1,0,124,0,-124
1144,0,0,65,0,-65
1145,1,0,49,0,-49
1146,1,0,85,0,-85
1147,0,0,137,0,-137
1148,1,1,191,1204,1013
1149,1,0,3,0,-3
1150,0,0,253,0,-253
1151,0,0,52,0,-52
1152,0,0,0,0,0
1153,1,0,6,0,-6
1154,1,1,539,1290,751
1155,1,0,18,0,-18
1156,1,1,649,3208,2559
1157,1,0,77,0,-77
1158,1,0,3,0,-3
1159,1,1,135,1516,1381
1160,0,0,0,0,0
1161,0,0,44,0,-44
1162,0,0,35,0,-35
1163,0,0,39,0,-39
1164,0,0,42,0,-42
1165,0,0,18,0,-18
1166,1,1,1777,2135,358
1167,1,1,92,1331,1239
1168,0,0,20,0,-20
1169,1,0,28,0,-28
1170,0,0,69,0,-69
1171,0,0,12,0,-12
1172,0,0,40,0,-40
1173,0,0,76,0,-76
1174,0,0,28,0,-28
1175,1,0,22,0,-22
1176,1,1,767,1410,643
1177,1,1,786,1377,591
1178,0,0,98,0,-98
1179,0,0,138,0,-138
1180,0,0,69,0,-69
1181,0,0,36,0,-36
1182,1,1,150,1271,1121
1183,1,1,187,1381,1194
1184,0,0,14,0,-14
1185,1,0,5,0,-5
1186,0,0,96,0,-96
1187,1,0,8,0,-8
1188,0,0,6,0,-6
1189,1,0,35,0,-35
1190,1,1,182,1458,1276
1191,1,1,499,2743,2244
1192,0,0,6,0,-6
1193,1,0,18,0,-18
1194,0,0,29,0,-29
1195,1,0,25,0,-25
1196,1,0,4,0,-4
1197,0,0,85,0,-85
1198,0,0,39,0,-39
1199,0,0,19,0,-19
1200,0,0,230,0,-230
1201,1,1,1335,1443,108
1202,1,1,1489,2032,543
1203,1,0,169,0,-169
1204,0,0,24,0,-24
1205,0,0,5,0,-5
1206,1,1,2690,1950,-740
1207,0,0,20,0,-20
1208,0,0,103,0,-103
1209,0,0,12,0,-12
1210,1,0,6,0,-6
1211,0,0,52,0,-52
1212,1,1,1786,1585,-201
1213,1,1,550,1672,1122
1214,1,1,505,1267,762
1215,0,0,33,0,-33
1216,1,0,24,0,-24
1217,0,0,8,0,-8
1218,1,0,67,0,-67
1219,0,0,23,0,-23
1220,1,1,776,2285,1509
1221,1,1,91,1384,1293
1222,1,1,720,1428,708
1223,0,0,6,0,-6
1224,0,0,85,0,-85
1225,1,0,27,0,-27
1226,1,0,85,0,-85
1227,1,0,32,0,-32
1228,1,1,265,1643,1378
1229,1,0,68,0,-68
1230,1,1,422,2376,1954
1231,0,0,13,0,-13
1232,1,1,475,1557,1082
1233,1,0,7,0,-7
1234,1,0,6,0,-6
1235,0,0,42,0,-42
1236,0,0,17,0,-17
1237,0,0,68,0,-68
1238,1,0,4,0,-4
1239,1,1,856,1220,364
1240,1,1,67,1911,1844
1241,1,0,13,0,-13
1242,0,0,13,0,-13
1243,1,1,1117,1558,441
1244,1,1,160,1214,1054
1245,1,1,470,1251,781
1246,1,0,251,0,-251
1247,0,0,73,0,-73
1248,1,0,247,0,-247
1249,1,0,45,0,-45
1250,1,1,312,1335,1023
1251,1,1,1004,1952,948
1252,0,0,40,0,-40
1253,1,0,26,0,-26
1254,0,0,54,0,-54
1255,1,1,109,1677,1568
1256,0,0,86,0,-86
1257,1,1,1062,1242,180
1258,1,1,795,1568,773
1259,0,0,41,0,-41
1260,0,0,10,0,-10
1261,0,0,26,0,-26
1262,0,0,80,0,-80
1263,0,0,29,0,-29
1264,1,1,310,1420,1110
1265,1,1,224,1232,1008
1266,0,0,126,0,-126
1267,1,1,681,1533,852
1268,0,0,151,0,-151
1269,1,0,176,0,-176
1270,0,0,18,0,-18
1271,1,0,63,0,-63
1272,1,0,140,0,-140
1273,0,0,29,0,-29
1274,0,0,37,0,-37
1275,1,0,11,0,-11
1276,1,0,15,0,-15
1277,1,1,425,1818,1393
1278,1,0,11,0,-11
1279,0,0,24,0,-24
1280,0,0,1,0,-1
1281,0,0,2,0,-2
1282,0,0,1,0,-1
1283,1,1,73,1566,1493
1284,0,0,125,0,-125
1285,1,1,118,1476,1358
1286,1,0,0,0,0
1287,1,1,1183,2280,1097
1288,0,0,141,0,-141
1289,1,1,844,1635,791
1290,0,0,33,0,-33
1291,0,0,1,0,-1
1292,0,0,13,0,-13
1293,1,0,256,0,-256
1294,0,0,82,0,-82
1295,0,0,18,0,-18
1296,1,0,218,0,-218
1297,0,0,11,0,-11
1298,0,0,18,0,-18
1299,0,0,98,0,-98
1300,0,0,2,0,-2
1301,1,0,79,0,-79
1302,0,0,30,0,-30
1303,0,0,16,0,-16
1304,0,0,19,0,-19
1305,1,0,44,0,-44
1306,0,0,84,0,-84
1307,0,0,1,0,-1
1308,1,1,1243,1355,112
1309,1,1,275,1278,1003
1310,1,0,25,0,-25
1311,1,1,173,1460,1287
1312,0,0,58,0,-58
1313,1,0,86,0,-86
1314,1,1,166,1224,1058
1315,1,0,25,0,-25
1316,0,0,47,0,-47
1317,1,1,235,1891,1656
1318,1,0,31,0,-31
1319,0,0,39,0,-39
1320,1,1,447,1358,911
1321,0,0,88,0,-88
1322,1,0,73,0,-73
1323,0,0,7,0,-7
1324,1,1,1627,2038,411
1325,1,1,362,2184,1822
1326,0,0,22,0,-22
1327,0,0,28,0,-28
1328,0,0,10,0,-10
1329,1,1,302,1690,1388
1330,1,1,116,1457,1341
1331,1,1,352,1265,913
1332,0,0,68,0,-68
1333,0,0,74,0,-74
1334,1,0,19,0,-19
1335,1,1,717,1613,896
1336,0,0,22,0,-22
1337,0,0,6,0,-6
1338,1,1,144,1353,1209
1339,0,0,160,0,-160
1340,1,1,694,1305,611
1341,1,1,436,1254,818
1342,1,0,11,0,-11
1343,1,0,237,0,-237
1344,0,0,0,0,0
1345,0,0,18,0,-18
1346,1,1,2616,1477,-1139
1347,1,0,2,0,-2
1348,1,0,60,0,-60
1349,1,1,356,1501,1145
1350,0,0,32,0,-32
1351,1,1,196,1323,1127
1352,0,0,11,0,-11
1353,1,1,649,1599,950
1354,1,0,28,0,-28
1355,1,1,897,1591,694
1356,1,0,19,0,-19
1357,1,1,1193,1438,245
1358,1,0,47,0,-47
1359,0,0,74,0,-74
1360,1,0,60,0,-60
1361,1,0,18,0,-18
1362,1,0,27,0,-27
1363,0,0,1,0,-1
1364,0,0,31,0,-31
1365,1,1,314,2962,2648
1366,1,0,110,0,-110
1367,0,0,8,0,-8
1368,1,0,40,0,-40
1369,1,1,190,1456,1266
1370,0,0,0,0,0
1371,1,0,17,0,-17
1372,1,0,56,0,-56
1373,1,1,216,2499,2283
1374,1,1,109,1287,1178
1375,1,1,645,1330,685
1376,0,0,16,0,-16
1377,0,0,2,0,-2
1378,1,1,150,1572,1422
1379,0,0,41,0,-41
1380,1,0,49,0,-49
1381,0,0,94,0,-94
1382,0,0,12,0,-12
1383,1,0,25,0,-25
1384,0,0,2,0,-2
1385,1,1,318,1320,1002
1386,1,0,68,0,-68
1387,1,0,41,0,-41
1388,1,0,9,0,-9
1389,1,1,93,1523,1430
1390,1,0,27,0,-27
1391,1,0,43,0,-43
1392,1,0,21,0,-21
1393,1,1,196,2059,1863
1394,0,0,7,0,-7
1395,0,0,3,0,-3
1396,1,0,241,0,-241
1397,1,0,51,0,-51
1398,0,0,16,0,-16
1399,1,0,64,0,-64
1400,1,1,514,1298,784
1401,1,1,530,1526,996
1402,0,0,62,0,-62
1403,1,0,20,0,-20
1404,0,0,88,0,-88
1405,1,0,53,0,-53
1406,0,0,8,0,-8
1407,0,0,43,0,-43
1408,0,0,55,0,-55
1409,1,1,451,1346,895
1410,1,0,13,0,-13
1411,1,1,728,2125,1397
1412,1,1,220,1583,1363
1413,1,1,813,1418,605
1414,1,1,106,1278,1172
1415,0,0,5,0,-5
1416,1,0,0,0,0
1417,0,0,106,0,-106
1418,1,0,5,0,-5
1419,1,0,43,0,-43
1420,1,1,1095,1226,131
1421,1,0,54,0,-54
1422,1,0,43,0,-43
1423,1,1,364,1254,890
1424,0,0,17,0,-17
1425,0,0,195,0,-195
1426,0,0,16,0,-16
1427,0,0,19,0,-19
1428,1,0,36,0,-36
1429,1,1,1001,1935,934
1430,0,0,60,0,-60
1431,1,1,362,1296,934
1432,1,1,1451,1289,-162
1433,1,0,30,0,-30
1434,1,0,11,0,-11
1435,1,1,869,3120,2251
1436,1,0,73,0,-73
1437,1,1,747,1900,1153
1438,0,0,4,0,-4
1439,1,0,17,0,-17
1440,1,0,8,0,-8
1441,1,0,6,0,-6
1442,1,1,89,1217,1128
1443,1,1,449,1311,862
1444,1,1,61,1742,1681
1445,1,1,1469,1376,-93
1446,1,0,26,0,-26
1447,0,0,82,0,-82
1448,1,0,18,0,-18
1449,1,1,475,2316,1841
1450,0,0,109,0,-109
1451,0,0,198,0,-198
1452,1,1,231,2461,2230
1453,1,1,813,1613,800
1454,0,0,36,0,-36
1455,1,0,74,0,-74
1456,0,0,59,0,-59
1457,1,1,513,1319,806
1458,1,1,130,1228,1098
1459,0,0,6,0,-6
1460,0,0,83,0,-83
1461,0,0,94,0,-94
1462,1,0,101,0,-101
1463,1,0,31,0,-31
1464,0,0,12,0,-12
1465,1,0,79,0,-79
1466,1,0,5,0,-5
1467,0,0,42,0,-42
1468,1,1,1166,1258,92
1469,1,1,263,1262,999
1470,1,0,31,0,-31
1471,1,1,577,2479,1902
1472,1,0,51,0,-51
1473,1,0,12,0,-12
1474,0,0,21,0,-21
1475,0,0,62,0,-62
1476,1,1,339,1593,1254
1477,1,0,13,0,-13
1478,0,0,121,0,-121
1479,1,0,46,0,-46
1480,1,1,479,1200,721
1481,1,0,111,0,-111
1482,1,0,56,0,-56
1483,1,0,165,0,-165
1484,0,0,0,0,0
1485,1,1,910,2539,1629
1486,0,0,16,0,-16
1487,1,1,148,1267,1119
1488,1,0,54,0,-54
1489,1,1,279,1281,1002
1490,0,0,6,0,-6
1491,0,0,12,0,-12
1492,1,0,83,0,-83
1493,1,0,127,0,-127
1494,1,1,227,2338,2111
1495,1,1,88,2046,1958
1496,1,1,268,1409,1141
1497,1,1,316,1612,1296
1498,1,0,6,0,-6
1499,1,0,8,0,-8
1500,1,0,72,0,-72
1501,1,1,466,1260,794
1502,1,0,4,0,-4
1503,0,0,51,0,-51
1504,1,0,194,0,-194
1505,1,1,612,1578,966
1506,1,0,6,0,-6
1507,1,0,7,0,-7
1508,0,0,1,0,-1
1509,1,1,163,1239,1076
1510,1,0,141,0,-141
1511,1,1,297,1372,1075
1512,0,0,9,0,-9
1513,1,1,69,1314,1245
1514,1,0,70,0,-70
1515,1,1,315,1428,1113
1516,1,0,86,0,-86
1517,0,0,59,0,-59
1518,1,1,324,1403,1079
1519,0,0,12,0,-12
1520,1,0,15,0,-15
1521,0,0,110,0,-110
1522,1,1,405,1499,1094
1523,1,0,24,0,-24
1524,0,0,89,0,-89
1525,1,0,48,0,-48
1526,1,0,149,0,-149
1527,1,1,188,2624,2436
1528,1,1,107,3158,3051
1529,0,0,183,0,-183
1530,1,1,780,1848,1068
1531,1,1,528,1726,1198
1532,0,0,1,0,-1
1533,1,1,956,1230,274
1534,1,1,357,1582,1225
1535,1,0,179,0,-179
1536,1,1,591,1882,1291
1537,1,0,4,0,-4
1538,0,0,93,0,-93
1539,0,0,60,0,-60
1540,0,0,42,0,-42
1541,0,0,39,0,-39
1542,0,0,33,0,-33
1543,0,0,273,0,-273
1544,1,0,14,0,-14
1545,1,1,29,1628,1599
1546,1,0,35,0,-35
1547,1,0,67,0,-67
1548,0,0,17,0,-17
1549,1,1,276,1330,1054
1550,0,0,14,0,-14
1551,0,0,30,0,-30
1552,1,0,5,0,-5
1553,1,0,22,0,-22
1554,1,1,1215,1702,487
1555,1,1,510,1372,862
1556,0,0,48,0,-48
1557,0,0,58,0,-58
1558,1,0,142,0,-142
1559,1,1,34,1263,1229
1560,1,1,898,1356,458
1561,1,0,13,0,-13
1562,1,0,2,0,-2
1563,1,1,109,1290,1181
1564,0,0,123,0,-123
1565,1,1,1489,1222,-267
1566,0,0,9,0,-9
1567,0,0,24,0,-24
1568,0,0,68,0,-68
1569,1,1,214,1229,1015
1570,0,0,0,0,0
1571,1,0,3,0,-3
1572,1,1,688,2082,1394
1573,0,0,15,0,-15
1574,0,0,128,0,-128
1575,1,0,9,0,-9
1576,0,0,115,0,-115
1577,0,0,265,0,-265
1578,0,0,41,0,-41
1579,1,0,3,0,-3
1580,0,0,102,0,-102
1581,1,0,28,0,-28
1582,1,0,95,0,-95
1583,1,1,973,1387,414
1584,0,0,0,0,0
1585,1,0,83,0,-83
1586,0,0,124,0,-124
1587,0,0,37,0,-37
1588,1,1,455,1516,1061
1589,1,1,1043,3083,2040
1590,1,1,666,1503,837
1591,1,1,62,1644,1582
1592,1,0,0,0,0
1593,1,0,1,0,-1
1594,0,0,45,0,-45
1595,1,0,54,0,-54
1596,0,0,41,0,-41
1597,1,1,953,2128,1175
1598,1,1,1550,1713,163
1599,0,0,63,0,-63
1600,1,1,751,2011,1260
1601,1,0,86,0,-86
1602,1,0,76,0,-76
1603,1,1,132,1303,1171
1604,0,0,50,0,-50
1605,1,1,23,1375,1352
1606,0,0,118,0,-118
1607,1,1,783,1249,466
1608,1,0,2,0,-2
1609,1,0,133,0,-133
1610,1,1,98,1449,1351
1611,1,1,812,2339,1527
1612,1,1,968,1420,452
1613,0,0,2,0,-2
1614,0,0,5,0,-5
1615,1,0,33,0,-33
1616,1,0,32,0,-32
1617,1,0,49,0,-49
1618,1,1,159,2505,2346
1619,0,0,17,0,-17
1620,1,1,70,1239,1169
1621,1,0,47,0,-47
1622,1,0,2,0,-2
1623,1,0,11,0,-11
1624,1,0,109,0,-109
1625,0,0,26,0,-26
1626,0,0,165,0,-165
1627,1,1,564,1522,958
1628,0,0,96,0,-96
1629,1,0,9,0,-9
1630,1,0,169,0,-169
1631,0,0,17,0,-17
1632,0,0,43,0,-43
1633,1,1,2942,1794,-1148
1634,1,0,3,0,-3
1635,1,0,59,0,-59
1636,0,0,75,0,-75
1637,1,0,70,0,-70
1638,0,0,11,0,-11
1639,0,0,2,0,-2
1640,0,0,36,0,-36
1641,1,1,338,1388,1050
1642,0,0,36,0,-36
1643,1,0,60,0,-60
1644,0,0,0,0,0
1645,0,0,4,0,-4
1646,1,0,13,0,-13
1647,0,0,3,0,-3
1648,1,0,5,0,-5
1649,0,0,30,0,-30
1650,1,1,89,1230,1141
1651,0,0,42,0,-42
1652,0,0,85,0,-85
1653,1,1,1297,1300,3
1654,1,1,312,3288,2976
1655,1,1,39,1321,1282
1656,0,0,22,0,-22
1657,1,1,225,1212,987
1658,0,0,31,0,-31
1659,0,0,110,0,-110
1660,0,0,31,0,-31
1661,1,0,26,0,-26
1662,1,1,287,1273,986
1663,1,1,312,1261,949
1664,1,1,1111,1220,109
1665,1,1,231,1252,1021
1666,1,0,73,0,-73
1667,1,0,11,0,-11
1668,1,1,560,1568,1008
1669,1,1,118,1707,1589
1670,0,0,1,0,-1
1671,0,0,11,0,-11
1672,1,1,193,1244,1051
1673,0,0,39,0,-39
1674,1,0,10,0,-10
1675,0,0,8,0,-8
1676,0,0,106,0,-106
1677,1,1,133,1346,1213
1678,0,0,5,0,-5
1679,0,0,92,0,-92
1680,1,1,235,2149,1914
1681,1,0,106,0,-106
1682,1,1,1652,1600,-52
1683,0,0,22,0,-22
1684,1,1,744,2755,2011
1685,0,0,70,0,-70
1686,0,0,9,0,-9
1687,1,1,1496,1238,-258
1688,1,0,187,0,-187
1689,0,0,85,0,-85
1690,1,0,20,0,-20
1691,1,0,2,0,-2
1692,1,0,123,0,-123
1693,0,0,15,0,-15
1694,1,0,55,0,-55
1695,0,0,94,0,-94
1696,0,0,11,0,-11
1697,1,0,0,0,0
1698,1,0,81,0,-81
1699,0,0,14,0,-14
1700,1,0,43,0,-43
1701,0,0,30,0,-30
1702,1,0,160,0,-160
1703,1,1,619,1274,655
1704,1,0,40,0,-40
1705,1,0,25,0,-25
1706,1,1,529,2468,1939
1707,1,0,72,0,-72
1708,1,1,394,1470,1076
1709,0,0,59,0,-59
1710,0,0,170,0,-170
1711,0,0,40,0,-40
1712,0,0,5,0,-5
1713,1,0,0,0,0
1714,1,0,93,0,-93
1715,0,0,107,0,-107
1716,1,0,5,0,-5
1717,1,0,70,0,-70
1718,1,0,16,0,-16
1719,1,0,7,0,-7
1720,0,0,70,0,-70
1721,0,0,162,0,-162
1722,0,0,15,0,-15
1723,1,1,349,1283,934
1724,1,1,518,1277,759
1725,1,0,56,0,-56
1726,0,0,13,0,-13
1727,0,0,61,0,-61
1728,1,0,26,0,-26
1729,0,0,3,0,-3
1730,1,1,307,1572,1265
1731,1,0,19,0,-19
1732,1,0,11,0,-11
1733,1,1,1167,1481,314
1734,0,0,230,0,-230
1735,0,0,9,0,-9
1736,1,1,338,1557,1219
1737,1,1,544,1634,1090
1738,0,0,42,0,-42
1739,0,0,26,0,-26
1740,1,0,104,0,-104
1741,0,0,58,0,-58
1742,1,0,3,0,-3
1743,1,1,328,1261,933
1744,1,1,1366,1207,-159
1745,1,0,50,0,-50
1746,0,0,15,0,-15
1747,1,0,43,0,-43
1748,1,0,1,0,-1
1749,1,0,5,0,-5
1750,0,0,146,0,-146
1751,1,1,819,1489,670
1752,1,1,105,1359,1254
1753,1,0,32,0,-32
1754,1,0,0,0,0
1755,0,0,125,0,-125
1756,0,0,26,0,-26
1757,0,0,19,0,-19
1758,0,0,64,0,-64
1759,0,0,37,0,-37
1760,1,1,1691,1729,38
1761,0,0,58,0,-58
1762,0,0,15,0,-15
1763,1,1,1228,1956,728
1764,1,1,752,1261,509
1765,1,0,26,0,-26
1766,0,0,46,0,-46
1767,1,1,488,1377,889
1768,0,0,71,0,-71
1769,1,1,337,1210,873
1770,1,0,214,0,-214
1771,1,0,58,0,-58
1772,1,1,1045,1481,436
1773,1,0,30,0,-30
1774,1,1,596,1457,861
1775,1,1,216,1220,1004
1776,0,0,113,0,-113
1777,1,1,476,1406,930
1778,1,0,42,0,-42
1779,1,0,116,0,-116
1780,1,1,180,1659,1479
1781,1,1,513,2248,1735
1782,1,0,47,0,-47
1783,0,0,51,0,-51
1784,0,0,40,0,-40
1785,1,1,1092,2683,1591
1786,0,0,67,0,-67
1787,1,0,0,0,0
1788,0,0,55,0,-55
1789,1,0,11,0,-11
1790,0,0,122,0,-122
1791,1,1,797,2312,1515
1792,1,0,21,0,-21
1793,0,0,24,0,-24
1794,0,0,167,0,-167
1795,1,0,3,0,-3
1796,1,0,6,0,-6
1797,1,1,91,1216,1125
1798,1,0,176,0,-176
1799,1,0,54,0,-54
1800,1,0,98,0,-98
1801,1,1,785,2547,1762
1802,1,0,47,0,-47
1803,0,0,136,0,-136
1804,1,1,212,1711,1499
1805,0,0,30,0,-30
1806,1,1,663,1321,658
1807,0,0,7,0,-7
1808,1,0,59,0,-59
1809,0,0,1,0,-1
1810,0,0,96,0,-96
1811,1,0,101,0,-101
1812,0,0,92,0,-92
1813,1,1,741,1785,1044
1814,1,0,18,0,-18
1815,1,0,53,0,-53
1816,1,1,24,1322,1298
1817,0,0,32,0,-32
1818,0,0,199,0,-199
1819,0,0,33,0,-33
1820,0,0,102,0,-102
1821,0,0,40,0,-40
1822,1,0,9,0,-9
1823,0,0,56,0,-56
1824,1,0,45,0,-45
1825,0,0,19,0,-19
1826,1,0,13,0,-13
1827,1,0,8,0,-8
1828,1,0,71,0,-71
1829,1,1,53,1342,1289
1830,0,0,56,0,-56
1831,0,0,3,0,-3
1832,0,0,13,0,-13
1833,1,0,258,0,-258
1834,1,1,215,1546,1331
1835,1,0,24,0,-24
1836,0,0,18,0,-18
1837,0,0,4,0,-4
1838,1,1,332,1798,1466
1839,1,0,14,0,-14
1840,1,1,812,1528,716
1841,1,1,225,1566,1341
1842,1,1,844,1826,982
1843,1,1,277,1264,987
1844,1,0,131,0,-131
1845,1,1,381,1487,1106
1846,1,0,57,0,-57
1847,1,1,555,2084,1529
1848,0,0,68,0,-68
1849,0,0,75,0,-75
1850,1,1,1053,1211,158
1851,1,0,18,0,-18
1852,0,0,99,0,-99
1853,1,0,86,0,-86
1854,1,1,177,1615,1438
1855,1,1,120,1306,1186
1856,1,0,33,0,-33
1857,1,1,1009,1283,274
1858,0,0,142,0,-142
1859,0,0,77,0,-77
1860,1,0,8,0,-8
1861,0,0,1,0,-1
1862,1,0,80,0,-80
1863,0,0,62,0,-62
1864,1,0,45,0,-45
1865,0,0,45,0,-45
1866,0,0,46,0,-46
1867,0,0,29,0,-29
1868,1,1,228,1262,1034
1869,1,0,9,0,-9
1870,1,1,109,1684,1575
1871,0,0,29,0,-29
1872,0,0,42,0,-42
1873,1,1,354,1777,1423
1874,0,0,144,0,-144
1875,1,1,236,1530,1294
1876,1,1,234,1626,1392
1877,1,1,1313,1209,-104
1878,1,0,89,0,-89
1879,1,1,1293,1461,168
1880,1,1,365,1204,839
1881,1,0,7,0,-7
1882,1,0,153,0,-153
1883,0,0,44,0,-44
1884,1,1,219,1604,1385
1885,0,0,65,0,-65
1886,1,0,15,0,-15
1887,1,0,16,0,-16
1888,1,1,824,1207,383
1889,1,0,31,0,-31
1890,0,0,74,0,-74
1891,1,1,155,1210,1055
1892,1,0,82,0,-82
1893,0,0,25,0,-25
1894,1,0,19,0,-19
1895,1,0,27,0,-27
1896,0,0,20,0,-20
1897,0,0,60,0,-60
1898,1,1,1170,1356,186
1899,0,0,181,0,-181
1900,0,0,14,0,-14
1901,0,0,58,0,-58
1902,1,1,1267,1581,314
1903,1,0,70,0,-70
1904,1,0,25,0,-25
1905,0,0,29,0,-29
1906,1,0,152,0,-152
1907,1,1,109,1876,1767
1908,0,0,50,0,-50
1909,1,0,14,0,-14
1910,0,0,14,0,-14
1911,1,0,52,0,-52
1912,0,0,53,0,-53
1913,1,0,3,0,-3
1914,0,0,32,0,-32
1915,1,1,852,1722,870
1916,1,0,64,0,-64
1917,1,1,757,1830,1073
1918,0,0,10,0,-10
1919,1,0,26,0,-26
1920,0,0,127,0,-127
1921,1,0,47,0,-47
1922,1,0,144,0,-144
1923,0,0,23,0,-23
1924,1,0,12,0,-12
1925,1,0,43,0,-43
1926,0,0,83,0,-83
1927,0,0,29,0,-29
1928,1,1,399,2603,2204
1929,1,0,151,0,-151
1930,1,0,100,0,-100
1931,1,0,55,0,-55
1932,0,0,32,0,-32
1933,0,0,75,0,-75
1934,0,0,10,0,-10
1935,1,1,432,1235,803
1936,1,0,68,0,-68
1937,1,0,3,0,-3
1938,0,0,24,0,-24
1939,1,1,376,1776,1400
1940,1,1,114,1550,1436
1941,1,0,72,0,-72
1942,1,0,1,0,-1
1943,0,0,6,0,-6
1944,1,0,48,0,-48
1945,1,1,818,1261,443
1946,0,0,13,0,-13
1947,1,1,1746,1843,97
1948,1,1,164,1204,1040
1949,0,0,46,0,-46
1950,1,0,5,0,-5
1951,0,0,26,0,-26
1952,1,1,177,1406,1229
1953,0,0,37,0,-37
1954,1,1,923,1329,406
1955,1,0,2,0,-2
1956,1,0,8,0,-8
1957,0,0,0,0,0
1958,1,1,460,1228,768
1959,1,0,5,0,-5
1960,0,0,116,0,-116
1961,1,0,46,0,-46
1962,0,0,14,0,-14
1963,0,0,10,0,-10
1964,1,0,2,0,-2
1965,1,0,52,0,-52
1966,0,0,11,0,-11
1967,0,0,124,0,-124
1968,0,0,13,0,-13
1969,1,0,0,0,0
1970,1,1,1895,1419,-476
1971,0,0,5,0,-5
1972,0,0,33,0,-33
1973,1,1,89,2158,2069
1974,0,0,41,0,-41
1975,1,0,16,0,-16
1976,1,0,18,0,-18
1977,0,0,48,0,-48
1978,0,0,54,0,-54
1979,1,1,271,2149,1878
1980,1,1,268,2138,1870
1981,1,0,43,0,-43
1982,1,1,309,1239,930
1983,1,0,42,0,-42
1984,1,0,8,0,-8
1985,1,1,202,1253,1051
1986,1,0,58,0,-58
1987,0,0,48,0,-48
1988,1,1,1749,1495,-254
1989,0,0,20,0,-20
1990,1,0,26,0,-26
1991,1,0,3,0,-3
1992,0,0,33,0,-33
1993,1,1,538,1215,677
1994,1,0,66,0,-66
1995,1,0,83,0,-83
1996,1,0,37,0,-37
1997,0,0,15,0,-15
1998,1,1,481,1925,1444
1999,1,0,58,0,-58
2000,1,0,26,0,-26
2001,0,0,4,0,-4
2002,1,0,1,0,-1
2003,0,0,26,0,-26
2004,0,0,39,0,-39
2005,1,0,32,0,-32
2006,1,1,473,6063,5590
2007,0,0,50,0,-50
2008,0,0,69,0,-69
2009,0,0,38,0,-38
2010,1,1,208,1373,1165
2011,1,0,30,0,-30
2012,0,0,27,0,-27
2013,1,0,159,0,-159
2014,0,0,5,0,-5
2015,1,1,102,1211,1109
2016,1,0,4,0,-4
2017,1,1,410,1977,1567
2018,1,1,606,2204,1598
2019,1,0,8,0,-8
2020,0,0,114,0,-114
2021,0,0,27,0,-27
2022,1,0,39,0,-39
2023,0,0,44,0,-44
2024,0,0,103,0,-103
2025,0,0,6,0,-6
2026,1,0,0,0,0
2027,1,0,61,0,-61
2028,1,1,1069,1248,179
2029,1,1,1376,1277,-99
2030,0,0,6,0,-6
2031,1,0,14,0,-14
